Hour,Hopep ($/MW),Ontario Demand (MW),Weekday/Weekend,Holiday,Onpeak/Offpeak,Temperature location in degrees Farenheit: ON - Toronto Lester B. Pearson 
2,33.87,12654,0,0,0,55.4
3,33.05,12573,0,0,0,46.4
4,31.49,12578,0,0,0,46.4
5,25.49,12805,0,0,0,46.4
6,30.02,13349,0,0,0,46.4
7,25.33,13992,0,0,0,46.4
8,59.66,14694,0,0,0,46.4
9,86.13,14998,0,0,0,46.4
10,14.38,14554,0,0,0,39.2
11,20.93,14216,0,0,0,39.2
12,19.27,14013,0,0,0,39.2
13,28.49,13588,0,0,0,39.2
14,14.84,13252,0,0,0,39.2
15,14.38,13108,0,0,0,39.2
16,21.62,13395,0,0,0,39.2
17,16.22,13935,0,0,0,39.2
18,17.88,14253,0,0,0,39.2
19,25.26,14641,0,0,0,55.4
20,24.15,15079,0,0,0,51.8
21,23.94,14588,0,0,0,50
22,16.51,13910,0,0,0,48.2
23,7.75,13200,0,0,0,48.2
24,14.5,12654,0,0,0,46.4
1,17.64,11942,0,0,0,46.4
2,21.55,11740,0,0,0,51.8
3,9.08,11835,0,0,0,46.4
4,0.39,11999,0,0,0,46.4
5,0,12356,0,0,0,46.4
6,14.35,12701,0,0,0,46.4
7,12.92,12779,0,0,0,46.4
8,10.81,13195,0,0,0,46.4
9,14.88,13674,0,0,0,46.4
10,31.09,13934,0,0,0,46.4
11,23.78,13962,0,0,0,50
12,14.9,13609,0,0,0,51.8
13,14.9,13388,0,0,0,53.6
14,14.36,13296,0,0,0,55.4
15,13.05,13457,0,0,0,53.6
16,7.87,14088,0,0,0,51.8
17,14.35,14669,0,0,0,53.6
18,5.92,14697,0,0,0,51.8
19,5.86,15004,0,0,0,51.8
20,5.84,15256,0,0,0,51.8
21,13.47,14691,0,0,0,51.8
22,19.56,13898,0,0,0,51.8
23,8.63,13005,0,0,0,48.2
24,5.49,12394,0,0,0,46.4
1,1.45,12006,1,0,0,44.6
2,4.24,11925,1,0,0,44.6
3,13.34,11875,1,0,0,44.6
4,5.47,12035,1,0,0,44.6
5,0,12655,1,0,0,44.6
6,6.44,13994,1,0,0,44.6
7,25.23,15503,1,0,0,44.6
8,44.89,15952,1,0,1,44.6
9,73.57,16157,1,0,1,44.6
10,38.6,16114,1,0,1,44.6
11,21.88,15818,1,0,1,44.6
12,59.89,15730,1,0,1,44.6
13,29.49,15511,1,0,1,44.6
14,28.86,15271,1,0,1,44.6
15,28.33,15067,1,0,1,44.6
16,29.65,15236,1,0,1,44.6
17,34.78,15759,1,0,1,44.6
18,47.11,15876,1,0,1,44.6
19,35.54,16236,1,0,1,44.6
20,39.12,16534,1,0,1,44.6
21,45.31,15955,1,0,1,44.6
22,12.82,14686,1,0,1,44.6
23,5.81,13607,1,0,1,44.6
24,16.64,12829,1,0,0,44.6
1,18.54,12499,1,0,0,42.8
2,40.52,12294,1,0,0,46.4
3,22.71,12170,1,0,0,39.2
4,48.92,12373,1,0,0,39.2
5,13.35,12907,1,0,0,39.2
6,6.52,14035,1,0,0,39.2
7,5.87,15368,1,0,0,39.2
8,8.4,15600,1,0,1,39.2
9,13.32,15616,1,0,1,39.2
10,23.35,15669,1,0,1,42.8
11,78.45,15469,1,0,1,48.2
12,13.83,15274,1,0,1,48.2
13,21.3,15211,1,0,1,48.2
14,25.95,15249,1,0,1,46.4
15,29.66,15396,1,0,1,46.4
16,54.92,15743,1,0,1,46.4
17,82.71,16068,1,0,1,46.4
19,52.08,16524,1,0,1,46.4
20,29.48,16727,1,0,1,44.6
21,30.09,16351,1,0,1,44.6
22,30.19,15316,1,0,1,42.8
23,28.23,14135,1,0,1,41
24,16.51,13310,1,0,0,39.2
1,19.49,12992,1,0,0,39.2
2,20.62,12831,1,0,0,41
3,18.69,12725,1,0,0,32
4,20.5,12982,1,0,0,32
5,20.24,13588,1,0,0,32
6,29.37,14888,1,0,0,32
7,42.88,16056,1,0,0,32
8,29.12,16115,1,0,1,32
9,23.98,15926,1,0,1,32
10,27.25,15567,1,0,1,39.2
11,29.08,15379,1,0,1,39.2
12,29.37,15049,1,0,1,39.2
13,30.72,14829,1,0,1,39.2
14,26.43,14509,1,0,1,39.2
15,23.39,14669,1,0,1,39.2
16,24.94,14937,1,0,1,39.2
17,25.08,15426,1,0,1,39.2
18,24.9,15816,1,0,1,39.2
19,27.77,16420,1,0,1,41
20,30.5,17086,1,0,1,39.2
21,30.15,16631,1,0,1,39.2
22,27.02,15596,1,0,1,35.6
23,26.01,14585,1,0,1,33.8
24,32.33,13903,1,0,0,32
1,24.52,13331,1,0,0,32
2,16.19,13063,1,0,0,35.6
3,18.2,12895,1,0,0,39.2
4,5.1,12972,1,0,0,39.2
5,8.72,13953,1,0,0,39.2
6,27.23,15165,1,0,0,39.2
7,29.77,16058,1,0,0,39.2
8,29.02,16180,1,0,1,39.2
9,29.39,16166,1,0,1,39.2
10,29.39,16149,1,0,1,32
11,28.96,15962,1,0,1,32
12,14.45,15686,1,0,1,33.8
13,10.98,15520,1,0,1,32
14,14.38,15739,1,0,1,32
15,22.08,16165,1,0,1,32
16,23.23,16204,1,0,1,32
17,27.49,16582,1,0,1,33.8
18,29.11,16568,1,0,1,33.8
19,33.94,16919,1,0,1,35.6
20,14.36,17285,1,0,1,35.6
21,12.67,16634,1,0,1,35.6
22,6.48,15486,1,0,1,37.4
23,2.87,14268,1,0,1,37.4
24,3.58,13496,1,0,0,39.2
1,3.37,13042,1,0,0,39.2
2,1.26,12898,1,0,0,39.2
3,0,12898,1,0,0,39.2
4,1.25,13023,1,0,0,39.2
5,6.04,13423,1,0,0,55.4
6,10.7,14592,1,0,0,55.4
7,21.04,15780,1,0,0,55.4
8,12.95,15957,1,0,1,55.4
9,0,15591,1,0,1,55.4
10,7.67,15318,1,0,1,39.2
11,66.36,15623,1,0,1,39.2
12,21.93,15412,1,0,1,39.2
13,0,15423,1,0,1,39.2
14,0,15304,1,0,1,39.2
15,0,15017,1,0,1,39.2
16,0,15100,1,0,1,39.2
17,0,15017,1,0,1,39.2
18,0,14874,1,0,1,39.2
19,0,15117,1,0,1,39.2
20,3.22,15497,1,0,1,39.2
21,0,15211,1,0,1,39.2
22,1.44,14406,1,0,1,39.2
23,0,13438,1,0,1,39.2
24,-2.63,12727,1,0,0,39.2
1,-3,12270,0,0,0,51.8
2,-3.7,11971,0,0,0,55.4
3,-3,11789,0,0,0,39.2
4,-3,11869,0,0,0,39.2
5,-1.98,11928,0,0,0,39.2
6,-0.12,12436,0,0,0,39.2
7,0,12888,0,0,0,39.2
8,0,13209,0,0,0,39.2
9,-0.06,13244,0,0,0,39.2
10,-1.32,13079,0,0,0,51.8
11,-0.33,12967,0,0,0,51.8
12,-3,12719,0,0,0,57.2
13,-3,12390,0,0,0,57.2
14,-3,12292,0,0,0,59
15,-3,12255,0,0,0,59
16,-1.31,12640,0,0,0,60.8
17,0,13313,0,0,0,57.2
18,10.01,13760,0,0,0,57.2
19,79.62,14168,0,0,0,55.4
20,33.76,14715,0,0,0,50
21,11.54,14414,0,0,0,48.2
22,7.6,13725,0,0,0,44.6
23,0,12949,0,0,0,42.8
24,0.96,12345,0,0,0,39.2
1,2.78,11970,0,0,0,37.4
2,2.32,11848,0,0,0,37.4
3,2.2,11817,0,0,0,37.4
4,0.42,11727,0,0,0,37.4
5,13.65,11949,0,0,0,37.4
6,12.44,12293,0,0,0,37.4
7,8.64,12679,0,0,0,37.4
8,14.33,13331,0,0,0,37.4
9,13,13887,0,0,0,37.4
10,14.38,14356,0,0,0,37.4
11,14.38,14654,0,0,0,37.4
12,19.9,14904,0,0,0,37.4
13,26.87,14984,0,0,0,37.4
14,15.34,15038,0,0,0,37.4
15,30.75,15299,0,0,0,37.4
16,29.88,15815,0,0,0,37.4
17,71.88,16148,0,0,0,37.4
18,6.64,15824,0,0,0,37.4
19,0.89,15887,0,0,0,37.4
20,5.1,16070,0,0,0,37.4
21,13.01,15455,0,0,0,37.4
22,10.9,14594,0,0,0,37.4
23,12.31,13697,0,0,0,37.4
24,12.99,13005,0,0,0,37.4
1,14.34,12628,1,0,0,37.4
2,14.33,12521,1,0,0,44.6
3,3.59,12390,1,0,0,35.6
4,0,12514,1,0,0,35.6
5,1.35,13115,1,0,0,35.6
6,10.38,14457,1,0,0,35.6
7,25.23,15746,1,0,0,35.6
8,42.79,16230,1,0,1,35.6
9,14.33,16315,1,0,1,35.6
10,14.34,16412,1,0,1,37.4
11,20.47,16278,1,0,1,37.4
12,3.46,16035,1,0,1,37.4
13,0.96,15486,1,0,1,37.4
14,0,14832,1,0,1,42.8
15,0,14799,1,0,1,44.6
16,0,14571,1,0,1,44.6
17,0.96,15093,1,0,1,46.4
18,3.82,15223,1,0,1,46.4
19,53.24,15637,1,0,1,44.6
20,62.59,16202,1,0,1,41
21,19.49,15869,1,0,1,39.2
22,21.72,15059,1,0,1,37.4
23,8.83,14529,1,0,1,37.4
24,4.07,13531,1,0,0,35.6
1,4.42,13006,1,0,0,35.6
2,13.37,12951,1,0,0,35.6
3,16.89,12855,1,0,0,32
4,30,13202,1,0,0,33.8
5,24.33,13849,1,0,0,30.2
6,31.57,14928,1,0,0,32
7,77.76,15834,1,0,0,41
8,52.49,15931,1,0,1,41
9,38.22,15601,1,0,1,41
10,51.58,15371,1,0,1,35.6
11,76.67,15281,1,0,1,35.6
12,26.71,15104,1,0,1,35.6
13,26.94,15251,1,0,1,35.6
14,10.31,15282,1,0,1,35.6
15,5.46,15189,1,0,1,35.6
16,10.82,15203,1,0,1,35.6
17,22.18,15864,1,0,1,35.6
18,20.57,16131,1,0,1,35.6
19,20.6,16545,1,0,1,35.6
20,18.88,16782,1,0,1,35.6
21,17.87,16201,1,0,1,35.6
22,19.7,15190,1,0,1,35.6
23,13.5,14025,1,0,1,35.6
24,14.35,13409,1,0,0,35.6
1,16.67,12989,1,0,0,37.4
2,31.46,12845,1,0,0,51.8
3,22.05,12897,1,0,0,48.2
4,14.34,13075,1,0,0,48.2
5,6.5,13666,1,0,0,48.2
6,4.28,14630,1,0,0,48.2
7,5.8,15570,1,0,0,48.2
8,5.4,15278,1,0,1,48.2
9,6.5,14883,1,0,1,48.2
10,3.67,14542,1,0,1,37.4
11,0,14204,1,0,1,37.4
12,0,13969,1,0,1,37.4
13,0,13859,1,0,1,37.4
14,0,13751,1,0,1,37.4
15,0,13834,1,0,1,57.2
16,0,14122,1,0,1,55.4
17,0,14516,1,0,1,55.4
18,0,14761,1,0,1,53.6
19,4.66,15276,1,0,1,51.8
20,5.82,15574,1,0,1,50
21,4.14,15502,1,0,1,50
22,0,14443,1,0,1,50
23,0,13321,1,0,1,48.2
24,0,12534,1,0,0,48.2
1,0,12102,1,0,0,44.6
2,-0.08,11870,1,0,0,44.6
3,-0.08,11746,1,0,0,60.8
4,-0.05,11807,1,0,0,60.8
5,0,12302,1,0,0,60.8
6,0.39,13589,1,0,0,60.8
7,0,14549,1,0,0,60.8
8,0,14752,1,0,1,60.8
9,0,14621,1,0,1,60.8
10,0,14574,1,0,1,44.6
11,0,14408,1,0,1,44.6
12,0,14432,1,0,1,44.6
13,0,14658,1,0,1,44.6
14,0,14730,1,0,1,44.6
15,0,14866,1,0,1,44.6
16,0,15117,1,0,1,44.6
17,0,15180,1,0,1,44.6
18,0,15055,1,0,1,44.6
19,0.9,15241,1,0,1,44.6
20,3.8,15472,1,0,1,44.6
21,5.91,15177,1,0,1,44.6
22,8.24,14376,1,0,1,44.6
23,4.26,13218,1,0,1,44.6
24,1.81,12296,1,0,0,60.8
1,0,11638,1,1,0,57.2
2,-0.03,11342,1,1,0,42.8
3,0,11213,1,1,0,41
4,0,11221,1,1,0,41
5,3.12,11383,1,1,0,41
6,1.37,11834,1,1,0,41
7,-0.04,12125,1,1,0,41
8,0,12846,1,1,0,41
9,4.24,13484,1,1,0,41
10,7.29,13771,1,1,0,57.2
11,5.71,14215,1,1,0,57.2
12,1.8,14451,1,1,0,57.2
13,0,14132,1,1,0,57.2
14,0,13859,1,1,0,57.2
15,0,13731,1,1,0,57.2
16,0,13937,1,1,0,44.6
17,0,14165,1,1,0,44.6
18,0,14018,1,1,0,42.8
19,0,14059,1,1,0,42.8
20,0,14382,1,1,0,42.8
21,0,13890,1,1,0,41
22,-0.04,13213,1,1,0,41
23,-0.5,12498,1,1,0,41
24,-3,11950,1,1,0,41
1,-4.23,11526,0,0,0,41
2,-4.29,11252,0,0,0,41
3,-4.47,11079,0,0,0,41
4,-4.3,11101,0,0,0,41
5,-4.26,11229,0,0,0,41
6,-3.1,11623,0,0,0,41
7,-3,12179,0,0,0,41
8,-1.33,12926,0,0,0,41
9,0,13686,0,0,0,41
10,0,14235,0,0,0,41
11,0,14391,0,0,0,41
12,4.17,14415,0,0,0,41
13,3.69,14269,0,0,0,41
14,0,14163,0,0,0,41
15,8.68,14255,0,0,0,41
16,8.39,14724,0,0,0,41
17,6.11,14801,0,0,0,41
18,5.8,14485,0,0,0,41
19,12.28,14579,0,0,0,41
21,71.48,14657,0,0,0,41
22,13.81,14016,0,0,0,41
23,10.94,13241,0,0,0,41
24,7.99,12572,0,0,0,41
1,13.33,12086,0,0,0,44.6
2,7.25,11887,0,0,0,51.8
3,9.71,11706,0,0,0,46.4
4,5.8,11603,0,0,0,46.4
5,5.21,11682,0,0,0,46.4
6,13.34,11894,0,0,0,46.4
7,13.34,12350,0,0,0,46.4
8,9.24,12990,0,0,0,46.4
9,7.99,13283,0,0,0,46.4
10,11.97,13464,0,0,0,48.2
11,5.82,13539,0,0,0,48.2
12,13.33,13218,0,0,0,50
13,8.45,13002,0,0,0,51.8
14,5.69,12632,0,0,0,53.6
15,5.57,12685,0,0,0,55.4
16,5.81,12886,0,0,0,51.8
17,6,13374,0,0,0,53.6
18,12.7,13511,0,0,0,53.6
19,13.1,13566,0,0,0,51.8
20,15.71,13668,0,0,0,50
21,14.78,13998,0,0,0,50
22,10.93,13386,0,0,0,50
23,7.86,12774,0,0,0,48.2
24,6.76,12238,0,0,0,46.4
1,6.65,11960,1,1,0,44.6
2,5.82,12023,1,1,0,59
3,11.57,11603,1,1,0,50
4,5.81,11661,1,1,0,50
5,6.48,12189,1,1,0,50
6,7.82,13163,1,1,0,50
7,9.62,14180,1,1,0,50
8,10.24,14896,1,1,0,50
9,6.66,14804,1,1,0,50
10,5.86,14514,1,1,0,50
11,5.1,14223,1,1,0,53.6
12,5.68,13999,1,1,0,57.2
13,4.52,13619,1,1,0,57.2
14,5.77,13447,1,1,0,57.2
15,5.75,13369,1,1,0,59
16,4.41,13764,1,1,0,59
17,5.77,14171,1,1,0,59
18,5.72,14507,1,1,0,59
19,10.82,14936,1,1,0,59
20,14.44,15891,1,1,0,55.4
21,4.41,14976,1,1,0,51.8
22,2.38,13851,1,1,0,50
23,1.91,12775,1,1,0,50
24,0,12080,1,1,0,50
1,0,11819,1,0,0,48.2
2,0,11522,1,0,0,48.2
3,0,11396,1,0,0,42.8
4,0,11534,1,0,0,42.8
5,0,11972,1,0,0,42.8
6,0,13076,1,0,0,42.8
7,0,14165,1,0,0,42.8
8,0,14496,1,0,1,42.8
9,0,14426,1,0,1,42.8
10,0,14389,1,0,1,48.2
11,0,14354,1,0,1,48.2
12,0,14194,1,0,1,48.2
13,0,14356,1,0,1,48.2
14,0,14541,1,0,1,48.2
15,0,14656,1,0,1,48.2
16,0,15144,1,0,1,48.2
17,0,15292,1,0,1,48.2
18,0,15197,1,0,1,48.2
19,0,15480,1,0,1,48.2
20,5.96,15925,1,0,1,44.6
21,5.91,15586,1,0,1,44.6
22,1.91,14328,1,0,1,44.6
23,3.84,13230,1,0,1,42.8
24,0,12605,1,0,0,42.8
1,0,12072,1,0,0,42.8
2,0,11955,1,0,0,53.6
3,0,11919,1,0,0,44.6
4,0,12133,1,0,0,44.6
5,3.38,12729,1,0,0,44.6
6,10.06,13960,1,0,0,44.6
7,80.12,15353,1,0,0,44.6
8,32.41,15679,1,0,1,44.6
9,14.35,15493,1,0,1,44.6
10,14.36,15218,1,0,1,42.8
11,11.65,14951,1,0,1,44.6
12,12.36,14755,1,0,1,46.4
13,14.35,14716,1,0,1,50
14,7.94,14579,1,0,1,51.8
15,5.94,14360,1,0,1,53.6
16,5.13,14719,1,0,1,55.4
17,9.47,15064,1,0,1,55.4
18,14.35,15233,1,0,1,55.4
19,14.8,15546,1,0,1,53.6
20,27.77,16074,1,0,1,50
21,14.71,15940,1,0,1,46.4
22,10.95,14827,1,0,1,44.6
23,8.03,13735,1,0,1,44.6
24,5.76,12926,1,0,0,44.6
1,11,12495,1,0,0,42.8
2,8.75,12253,1,0,0,42.8
3,14.31,12316,1,0,0,50
4,14.32,12498,1,0,0,50
5,5.85,13075,1,0,0,50
6,8.78,14090,1,0,0,50
7,10.88,15158,1,0,0,50
8,5.98,15252,1,0,1,50
9,12.25,14905,1,0,1,50
10,7.39,14526,1,0,1,42.8
11,13.68,14279,1,0,1,42.8
12,6.7,14172,1,0,1,42.8
13,5.92,14174,1,0,1,42.8
14,5.77,13998,1,0,1,42.8
15,6.16,13915,1,0,1,42.8
16,10.85,14394,1,0,1,42.8
17,14.34,14816,1,0,1,42.8
18,13.64,15056,1,0,1,42.8
19,13.65,15409,1,0,1,42.8
20,10.2,15942,1,0,1,42.8
21,8.02,15458,1,0,1,42.8
22,4.36,14318,1,0,1,48.2
23,4.03,13301,1,0,1,48.2
24,0.47,12536,1,0,0,50
1,0.47,12038,1,0,0,48.2
2,0,11770,1,0,0,48.2
3,0,11714,1,0,0,41
4,0,11839,1,0,0,41
5,0,12340,1,0,0,41
6,0.1,13450,1,0,0,41
7,0,14883,1,0,0,41
8,0,15451,1,0,1,41
9,0,15680,1,0,1,41
10,0,15751,1,0,1,48.2
11,0,15678,1,0,1,48.2
12,0,15420,1,0,1,48.2
13,0,15275,1,0,1,48.2
14,0,15203,1,0,1,50
15,0,15087,1,0,1,50
16,0,15319,1,0,1,48.2
17,0,15571,1,0,1,48.2
18,0,15433,1,0,1,48.2
19,1.97,15352,1,0,1,48.2
20,3.77,15700,1,0,1,48.2
21,0,15259,1,0,1,46.4
22,0,14200,1,0,1,44.6
23,-0.01,13126,1,0,1,42.8
24,0,12377,1,0,0,41
1,0,12014,0,0,0,39.2
2,0,11815,0,0,0,37.4
3,0,11674,0,0,0,37.4
4,0,11716,0,0,0,35.6
5,0,11984,0,0,0,35.6
6,0,12535,0,0,0,33.8
7,0,13271,0,0,0,39.2
8,0,14034,0,0,0,39.2
9,3.2,14515,0,0,0,39.2
10,6.97,14503,0,0,0,39.2
11,5.86,14461,0,0,0,39.2
12,9.3,14238,0,0,0,39.2
13,14.35,14019,0,0,0,39.2
14,14.39,13776,0,0,0,39.2
15,20.73,13667,0,0,0,39.2
16,14.37,13848,0,0,0,39.2
17,2.77,14128,0,0,0,39.2
18,6.77,14307,0,0,0,39.2
19,5.67,14465,0,0,0,39.2
20,11.57,14764,0,0,0,37.4
21,14.33,14842,0,0,0,37.4
22,20.68,14210,0,0,0,37.4
23,26.17,13543,0,0,0,37.4
24,67.91,12896,0,0,0,37.4
1,10.84,12439,0,0,0,39.2
2,3.24,12206,0,0,0,46.4
3,-1.88,11901,0,0,0,37.4
4,0,11716,0,0,0,37.4
5,4.72,11884,0,0,0,37.4
6,12.42,12378,0,0,0,37.4
7,5.69,12668,0,0,0,37.4
8,1.26,12886,0,0,0,37.4
9,0,12702,0,0,0,37.4
10,0,12469,0,0,0,39.2
11,0,12344,0,0,0,39.2
12,5.76,12335,0,0,0,39.2
13,2.4,12281,0,0,0,39.2
14,1.81,12153,0,0,0,50
15,0,12050,0,0,0,50
16,0.4,12568,0,0,0,50
17,5.85,13374,0,0,0,48.2
18,5.59,13942,0,0,0,46.4
19,6.22,14187,0,0,0,46.4
20,30.86,14798,0,0,0,42.8
21,44.39,15004,0,0,0,41
22,15.97,14093,0,0,0,39.2
23,16.85,13360,0,0,0,37.4
24,9.08,12619,0,0,0,37.4
1,2.91,12356,1,0,0,35.6
2,5.74,12288,1,0,0,35.6
3,5.77,12337,1,0,0,39.2
4,10.08,12460,1,0,0,39.2
5,8.57,13001,1,0,0,39.2
6,9.36,14157,1,0,0,39.2
7,0.64,15011,1,0,0,39.2
8,0,15027,1,0,1,39.2
9,0.62,14864,1,0,1,39.2
10,0.09,14789,1,0,1,35.6
11,8,14955,1,0,1,35.6
12,7.69,15046,1,0,1,35.6
13,10.02,15138,1,0,1,35.6
14,4.9,15083,1,0,1,35.6
15,5.78,15497,1,0,1,35.6
16,16.83,16132,1,0,1,35.6
17,14.98,16529,1,0,1,35.6
18,8.93,16436,1,0,1,35.6
19,13.42,16813,1,0,1,35.6
20,12.51,16936,1,0,1,35.6
21,15.66,16567,1,0,1,35.6
22,22.19,15582,1,0,1,37.4
23,20.02,14519,1,0,1,37.4
1,8.56,13223,1,0,0,39.2
2,5.79,13071,1,0,0,46.4
3,5.75,12973,1,0,0,44.6
4,8.35,12944,1,0,0,44.6
5,13.53,13498,1,0,0,44.6
6,27.8,14727,1,0,0,44.6
7,82.24,15883,1,0,0,44.6
8,12.74,16045,1,0,1,44.6
9,12.18,15586,1,0,1,44.6
10,5.86,15180,1,0,1,39.2
11,10.27,15024,1,0,1,39.2
12,25.27,15177,1,0,1,39.2
13,18.72,14973,1,0,1,39.2
14,5.77,14613,1,0,1,46.4
15,5.87,14495,1,0,1,46.4
16,5.86,14693,1,0,1,48.2
17,5.89,15072,1,0,1,48.2
18,5.91,15388,1,0,1,48.2
19,11.14,15738,1,0,1,46.4
20,6.86,16318,1,0,1,46.4
21,0,15956,1,0,1,46.4
22,7.15,14973,1,0,1,46.4
23,0,13550,1,0,1,46.4
24,0,12811,1,0,0,44.6
1,0,12430,1,0,0,44.6
2,0,12301,1,0,0,44.6
3,0,12158,1,0,0,42.8
4,0,12338,1,0,0,42.8
5,0,12731,1,0,0,41
6,0.47,13874,1,0,0,41
7,2.3,15127,1,0,0,44.6
8,7.79,15666,1,0,1,44.6
9,10.98,15968,1,0,1,44.6
10,5.89,15871,1,0,1,44.6
11,11.04,15931,1,0,1,44.6
12,9.14,15807,1,0,1,44.6
13,5.94,15984,1,0,1,44.6
14,5.94,15995,1,0,1,44.6
15,8.28,15953,1,0,1,44.6
16,19.6,16451,1,0,1,44.6
17,23,16725,1,0,1,44.6
18,25.25,16632,1,0,1,44.6
19,59.93,16716,1,0,1,44.6
20,24.93,16784,1,0,1,44.6
21,15.23,16189,1,0,1,44.6
22,11.86,15046,1,0,1,44.6
23,13.96,13878,1,0,1,44.6
24,73.92,13208,1,0,0,44.6
2,13.34,12511,1,0,0,46.4
3,13.33,12516,1,0,0,42.8
4,12.16,12629,1,0,0,42.8
5,13.63,13141,1,0,0,42.8
6,25.33,14494,1,0,0,42.8
7,26.69,15914,1,0,0,42.8
8,26.45,16260,1,0,1,42.8
9,27.18,15974,1,0,1,42.8
10,27.38,16036,1,0,1,41
11,25.81,15933,1,0,1,41
12,22.59,15612,1,0,1,41
13,13.95,15072,1,0,1,42.8
14,15.32,15155,1,0,1,42.8
15,13.35,14960,1,0,1,44.6
16,12.79,15189,1,0,1,46.4
17,28.1,15581,1,0,1,48.2
18,56.86,15712,1,0,1,48.2
19,45.25,15898,1,0,1,46.4
20,71.24,16450,1,0,1,44.6
21,21.52,16074,1,0,1,42.8
22,29.05,15048,1,0,1,44.6
23,28.73,13909,1,0,1,44.6
24,14.41,13058,1,0,0,42.8
1,13.33,12620,1,0,0,42.8
2,13.34,12436,1,0,0,51.8
3,13.34,12439,1,0,0,46.4
4,9.68,12520,1,0,0,46.4
5,17.31,13131,1,0,0,46.4
6,27.8,14278,1,0,0,46.4
7,22.31,15500,1,0,0,46.4
8,16.45,15898,1,0,1,46.4
9,13.39,15828,1,0,1,46.4
10,14.15,15814,1,0,1,46.4
11,14.18,15549,1,0,1,46.4
12,13.34,15551,1,0,1,48.2
13,7.77,15423,1,0,1,50
14,5.88,14974,1,0,1,51.8
15,5.89,14936,1,0,1,51.8
16,9.69,15066,1,0,1,51.8
17,16.24,15274,1,0,1,51.8
18,14.28,15447,1,0,1,51.8
19,6.42,15496,1,0,1,51.8
20,14.41,15877,1,0,1,50
21,11.63,15538,1,0,1,48.2
22,9.68,14648,1,0,1,48.2
23,9.68,13646,1,0,1,46.4
24,7.76,12845,1,0,0,46.4
1,14.37,12261,0,0,0,46.4
2,18.62,12053,0,0,0,46.4
3,15.4,11934,0,0,0,48.2
4,6.73,11846,0,0,0,48.2
5,5.85,12006,0,0,0,48.2
6,10.24,12345,0,0,0,48.2
7,28,13028,0,0,0,48.2
9,26.09,14190,0,0,0,48.2
10,20.67,14251,0,0,0,46.4
11,19.73,14295,0,0,0,46.4
12,18.47,14071,0,0,0,46.4
13,16.61,13666,0,0,0,46.4
14,15.06,13298,0,0,0,46.4
15,15.36,13172,0,0,0,46.4
16,14.53,13336,0,0,0,46.4
17,15.19,13657,0,0,0,46.4
18,21.42,13927,0,0,0,46.4
19,15.49,14074,0,0,0,46.4
20,18.79,14280,0,0,0,50
21,16.69,14304,0,0,0,48.2
22,21.23,13725,0,0,0,48.2
23,19.93,13032,0,0,0,48.2
24,17.79,12353,0,0,0,48.2
1,9.12,11841,0,0,0,46.4
2,5.93,11504,0,0,0,57.2
3,5.88,11487,0,0,0,53.6
4,5.95,11565,0,0,0,53.6
5,5.94,11723,0,0,0,53.6
6,6.62,11875,0,0,0,53.6
7,5.92,12192,0,0,0,53.6
8,5.81,12202,0,0,0,53.6
9,12.1,12150,0,0,0,53.6
10,8.42,12011,0,0,0,53.6
11,8.97,12018,0,0,0,57.2
12,6.28,11933,0,0,0,59
13,5.91,11881,0,0,0,59
14,5.72,11897,0,0,0,60.8
15,5.55,11970,0,0,0,60.8
16,6.25,12543,0,0,0,60.8
17,15.94,13233,0,0,0,60.8
18,23.82,13689,0,0,0,60.8
19,35,14065,0,0,0,57.2
20,25.72,14463,0,0,0,57.2
21,25,14510,0,0,0,55.4
22,23.19,13580,0,0,0,53.6
23,11.04,12642,0,0,0,53.6
24,4.42,11863,0,0,0,53.6
1,0,11440,1,0,0,51.8
2,0,11383,1,0,0,66.2
3,-0.52,11346,1,0,0,50
4,-0.5,11510,1,0,0,50
5,9.99,12242,1,0,0,50
6,39.36,13310,1,0,0,50
7,24.7,14231,1,0,0,50
8,5.86,14416,1,0,1,50
9,5.89,14329,1,0,1,50
10,6.67,14289,1,0,1,51.8
11,5.37,14038,1,0,1,51.8
12,5.14,14067,1,0,1,51.8
13,19.45,14381,1,0,1,51.8
14,15.06,14594,1,0,1,51.8
15,3.2,14541,1,0,1,51.8
16,1.79,14855,1,0,1,51.8
17,6.83,15188,1,0,1,51.8
18,55.57,15466,1,0,1,68
20,65.07,16015,1,0,1,64.4
21,5.48,15393,1,0,1,60.8
22,3.66,14264,1,0,1,60.8
23,3.45,13128,1,0,1,53.6
24,2.13,12349,1,0,0,50
1,-1.06,11967,1,0,0,50
2,-3,11718,1,0,0,55.4
3,-2.93,11680,1,0,0,44.6
4,-3,11794,1,0,0,44.6
5,-3.18,12235,1,0,0,44.6
6,2.76,13237,1,0,0,44.6
7,19.65,14654,1,0,0,44.6
8,26.43,14968,1,0,1,44.6
9,37.21,14939,1,0,1,44.6
10,8.74,14814,1,0,1,50
11,5.88,14530,1,0,1,50
12,7.59,14371,1,0,1,50
13,8.59,14267,1,0,1,53.6
14,3.71,14078,1,0,1,53.6
15,0.55,13912,1,0,1,55.4
16,0,14139,1,0,1,57.2
17,4.18,14443,1,0,1,57.2
18,4.44,14617,1,0,1,55.4
19,17.96,15119,1,0,1,55.4
20,25.67,15584,1,0,1,51.8
21,15.93,15333,1,0,1,48.2
22,9.73,14390,1,0,1,46.4
23,16.14,13307,1,0,1,44.6
