Hour,Hopep ($/MW),Ontario Demand (MW),Weekday/Weekend,Holiday,Onpeak/Offpeak,Temperature location in degrees Farenheit: ON - Toronto Lester B. Pearson 
20,38.47,20301,1,0,1,6.8
21,35.07,20040,1,0,1,5
22,38.69,19440,1,0,1,3.2
23,39.35,18331,1,0,1,3.2
24,32.12,17306,1,0,0,5
1,28.62,16427,0,0,0,5
2,27.51,15873,0,0,0,6.8
3,27.39,15689,0,0,0,6.8
4,24.96,15568,0,0,0,8.6
5,21.75,15524,0,0,0,32
6,20.23,15682,0,0,0,32
7,19.6,15955,0,0,0,32
8,20.21,16754,0,0,0,32
9,25.66,17256,0,0,0,32
10,24.45,17694,0,0,0,5
11,71.67,18002,0,0,0,5
12,27.75,18041,0,0,0,5
13,27.99,17908,0,0,0,5
14,21.26,17550,0,0,0,5
15,70.28,17467,0,0,0,5
16,28.39,17421,0,0,0,5
17,21.45,17743,0,0,0,5
18,26.12,18334,0,0,0,5
19,27.62,18543,0,0,0,5
20,23.69,18035,0,0,0,6.8
21,19.38,17585,0,0,0,6.8
22,23.99,16984,0,0,0,6.8
23,24.16,16241,0,0,0,6.8
24,17.16,15435,0,0,0,6.8
1,11,14655,0,0,0,32
2,13.68,14188,0,0,0,44.6
3,14.36,14017,0,0,0,44.6
4,14.34,14053,0,0,0,44.6
5,14.36,14000,0,0,0,44.6
6,14.36,13992,0,0,0,44.6
7,14.36,14265,0,0,0,44.6
8,8.07,14935,0,0,0,44.6
9,6.97,15511,0,0,0,44.6
10,14.35,15886,0,0,0,32
11,14.36,16350,0,0,0,32
12,14.36,16307,0,0,0,32
13,12.99,16280,0,0,0,44.6
14,10.17,16104,0,0,0,44.6
15,14.34,16252,0,0,0,46.4
16,27.55,16471,0,0,0,44.6
17,28.85,17118,0,0,0,44.6
18,24.89,17720,0,0,0,44.6
19,21.55,17887,0,0,0,44.6
20,14.93,17277,0,0,0,44.6
21,5.02,16798,0,0,0,44.6
22,9.55,16063,0,0,0,44.6
23,13.64,15401,0,0,0,44.6
24,12.99,14696,0,0,0,44.6
1,14.35,14005,1,0,0,44.6
2,14.33,13765,1,0,0,44.6
3,12.97,13627,1,0,0,50
4,5.87,13509,1,0,0,50
5,7.39,13671,1,0,0,50
6,11.55,14226,1,0,0,50
7,19.68,15472,1,0,0,50
8,15.04,16741,1,0,1,50
9,14.8,16891,1,0,1,50
10,14.38,16980,1,0,1,44.6
11,14.88,16726,1,0,1,44.6
12,14.35,16439,1,0,1,44.6
13,14.36,16475,1,0,1,44.6
14,20.77,16481,1,0,1,44.6
15,20.65,16377,1,0,1,44.6
16,13.64,16474,1,0,1,44.6
17,12.94,17213,1,0,1,44.6
18,22.97,17903,1,0,1,44.6
19,15.05,18045,1,0,1,44.6
20,16.3,17781,1,0,1,44.6
21,22.74,17503,1,0,1,44.6
22,17.81,16735,1,0,1,50
23,14.97,15669,1,0,1,50
24,7.45,14699,1,0,0,50
1,0,14067,1,0,0,48.2
2,0,13695,1,0,0,23
3,3.11,13373,1,0,0,19.4
4,14.33,13371,1,0,0,19.4
5,5.76,13532,1,0,0,19.4
6,6.3,14125,1,0,0,19.4
7,22.93,15460,1,0,0,19.4
8,26.17,16771,1,0,1,19.4
9,27.27,16974,1,0,1,19.4
10,35.6,17230,1,0,1,48.2
11,27.28,17082,1,0,1,48.2
12,27.26,16887,1,0,1,48.2
13,27.42,16830,1,0,1,48.2
14,28.31,16780,1,0,1,30.2
15,27.73,16760,1,0,1,28.4
16,27.14,16990,1,0,1,26.6
17,27.91,17885,1,0,1,24.8
18,36.5,18988,1,0,1,23
19,49.31,19309,1,0,1,23
22,30.54,18078,1,0,1,19.4
23,30.39,17194,1,0,1,19.4
24,29.37,16164,1,0,0,19.4
1,29.36,15389,1,0,0,19.4
2,20.04,14978,1,0,0,21.2
3,7.19,14618,1,0,0,23
4,14.6,14505,1,0,0,24.8
5,36.08,14800,1,0,0,24.8
6,22.81,15315,1,0,0,24.8
7,26.62,16626,1,0,0,28.4
10,29.87,18656,1,0,1,19.4
11,52.62,19052,1,0,1,19.4
12,30.67,19254,1,0,1,19.4
13,33.22,19285,1,0,1,19.4
14,32.31,19181,1,0,1,19.4
15,33.52,19006,1,0,1,19.4
16,31.11,18933,1,0,1,19.4
17,32.1,19237,1,0,1,19.4
18,50.91,19661,1,0,1,19.4
19,50.23,19644,1,0,1,19.4
20,51.06,19283,1,0,1,21.2
21,40.39,18823,1,0,1,21.2
22,28.61,18080,1,0,1,21.2
23,29.11,17011,1,0,1,21.2
24,25.81,15881,1,0,0,21.2
1,28.62,15279,1,0,0,28.4
2,28.32,14792,1,0,0,32
3,24.02,14590,1,0,0,35.6
4,21.93,14469,1,0,0,35.6
5,17.15,14499,1,0,0,35.6
6,14.16,15188,1,0,0,35.6
7,20.76,16440,1,0,0,35.6
8,25.84,17742,1,0,1,35.6
9,26.14,17948,1,0,1,35.6
10,27.27,18176,1,0,1,28.4
11,27.26,18158,1,0,1,28.4
12,26,18051,1,0,1,28.4
13,27.13,17880,1,0,1,28.4
14,27.94,17906,1,0,1,28.4
15,25.98,17760,1,0,1,28.4
16,25.39,17853,1,0,1,28.4
17,20.96,18354,1,0,1,30.2
18,18.63,19060,1,0,1,30.2
19,18.77,19105,1,0,1,32
20,21.47,18894,1,0,1,33.8
21,18.21,18464,1,0,1,33.8
22,13.62,17543,1,0,1,33.8
23,5.76,16134,1,0,1,33.8
24,0.97,15154,1,0,0,35.6
1,0,14429,1,0,0,39.2
2,0,14015,1,0,0,37.4
3,0,13730,1,0,0,35.6
4,0,13723,1,0,0,35.6
5,0,13846,1,0,0,33.8
6,0,14558,1,0,0,32
7,3.8,15908,1,0,0,30.2
8,32.9,17272,1,0,1,15.8
9,20.54,17644,1,0,1,15.8
10,55.54,17747,1,0,1,39.2
11,32.41,17692,1,0,1,39.2
12,15.06,17511,1,0,1,39.2
13,7.29,17607,1,0,1,39.2
14,12.96,17533,1,0,1,39.2
15,5.81,17372,1,0,1,39.2
16,5.3,17616,1,0,1,39.2
17,4.8,18315,1,0,1,39.2
18,24.92,19066,1,0,1,39.2
19,28.01,19368,1,0,1,39.2
20,28.55,19337,1,0,1,37.4
21,27.94,19022,1,0,1,37.4
22,27.78,18376,1,0,1,37.4
23,22.5,17516,1,0,1,37.4
24,19.29,16446,1,0,0,37.4
1,16.57,15790,0,0,0,15.8
2,14.03,15263,0,0,0,21.2
3,13.33,15013,0,0,0,15.8
4,13.33,14943,0,0,0,15.8
5,13.99,14956,0,0,0,15.8
6,13.33,15234,0,0,0,15.8
7,20.43,15829,0,0,0,15.8
8,28.28,16356,0,0,0,15.8
9,28.08,16744,0,0,0,15.8
10,27.16,16743,0,0,0,15.8
11,29.92,16690,0,0,0,15.8
12,29.86,16774,0,0,0,15.8
13,29.76,16645,0,0,0,15.8
14,29.4,16423,0,0,0,15.8
15,29.33,16384,0,0,0,15.8
16,26.59,16483,0,0,0,15.8
17,27.37,17247,0,0,0,23
18,29.2,18561,0,0,0,23
19,30.55,19008,0,0,0,21.2
20,29.43,18553,0,0,0,21.2
21,28.87,18199,0,0,0,19.4
22,28.79,17667,0,0,0,17.6
23,28.36,16896,0,0,0,15.8
24,29.3,16148,0,0,0,15.8
1,30.27,15631,0,0,0,15.8
2,25.93,15035,0,0,0,15.8
3,26.11,14831,0,0,0,15.8
4,25.15,14689,0,0,0,15.8
5,26.02,14624,0,0,0,15.8
6,26.86,14869,0,0,0,15.8
7,27.73,15253,0,0,0,15.8
8,27.07,15695,0,0,0,15.8
9,26.79,16053,0,0,0,17.6
10,27.14,16359,0,0,0,15.8
11,28.19,16452,0,0,0,15.8
12,27.9,16233,0,0,0,15.8
13,26.37,16196,0,0,0,15.8
14,25.43,16219,0,0,0,15.8
15,27.64,16308,0,0,0,15.8
16,27.7,16634,0,0,0,15.8
17,28.4,17396,0,0,0,15.8
18,28.74,18286,0,0,0,15.8
19,28.9,18804,0,0,0,15.8
20,28.25,18553,0,0,0,15.8
21,28.77,18002,0,0,0,15.8
22,28.47,17772,0,0,0,15.8
23,29.28,16962,0,0,0,15.8
24,28.51,16061,0,0,0,15.8
1,26.67,15405,1,0,0,23
2,23.66,15118,1,0,0,24.8
3,23.45,14996,1,0,0,21.2
4,20.9,14814,1,0,0,21.2
5,20.73,14964,1,0,0,21.2
6,22.34,15615,1,0,0,21.2
7,28.04,16849,1,0,0,21.2
8,30.87,18125,1,0,1,21.2
9,29.36,18085,1,0,1,21.2
10,28.91,17909,1,0,1,23
11,29.31,17844,1,0,1,23
12,29.02,17847,1,0,1,23
13,28.62,17504,1,0,1,23
14,25.27,17329,1,0,1,23
15,21.49,17122,1,0,1,23
16,21.34,17361,1,0,1,23
17,27.42,18088,1,0,1,24.8
18,29.12,19042,1,0,1,24.8
19,29.33,19513,1,0,1,24.8
20,28.4,19322,1,0,1,23
21,26.47,18828,1,0,1,23
22,24.62,18078,1,0,1,23
23,19.73,17006,1,0,1,21.2
24,15.1,16171,1,0,0,21.2
1,12.16,15424,1,0,0,21.2
2,13.98,15059,1,0,0,21.2
3,13.32,14948,1,0,0,17.6
4,13.34,14879,1,0,0,19.4
5,34.99,15080,1,0,0,19.4
6,35.28,15847,1,0,0,19.4
7,27.77,17067,1,0,0,19.4
8,29.83,17902,1,0,1,21.2
9,29.88,18462,1,0,1,21.2
10,66.92,18963,1,0,1,21.2
12,87.32,19093,1,0,1,21.2
13,65.64,19086,1,0,1,21.2
14,46.44,19214,1,0,1,21.2
15,33.26,19189,1,0,1,21.2
16,37.91,19229,1,0,1,21.2
17,35.01,19369,1,0,1,21.2
18,34.58,19819,1,0,1,21.2
19,45.08,19849,1,0,1,21.2
20,48.23,19521,1,0,1,21.2
21,30.18,18920,1,0,1,21.2
22,27.94,17952,1,0,1,21.2
23,21.34,16824,1,0,1,21.2
24,19.33,15845,1,0,0,21.2
1,24.83,15276,1,0,0,33.8
2,31.77,15026,1,0,0,23
3,33.02,14707,1,0,0,23
4,17.94,14581,1,0,0,23
5,14.32,14740,1,0,0,23
6,12.94,15360,1,0,0,23
7,15.48,16566,1,0,0,23
8,19.76,17449,1,0,1,23
9,27.84,17744,1,0,1,23
10,28.29,17846,1,0,1,33.8
11,27.84,17854,1,0,1,33.8
12,28.52,17912,1,0,1,33.8
13,27.83,17836,1,0,1,33.8
14,27.79,17886,1,0,1,33.8
15,22.73,17896,1,0,1,33.8
16,23.22,17955,1,0,1,33.8
17,24.24,18275,1,0,1,24.8
18,25.38,18970,1,0,1,24.8
19,27.29,19322,1,0,1,23
20,26.52,19084,1,0,1,23
21,26.67,18717,1,0,1,23
22,26.76,18081,1,0,1,23
23,25.89,17198,1,0,1,23
24,21.15,16181,1,0,0,23
1,12.73,15496,1,0,0,23
2,6.01,14984,1,0,0,32
3,14.38,14869,1,0,0,35.6
4,17.72,14825,1,0,0,35.6
5,30.41,15106,1,0,0,35.6
6,22.02,15795,1,0,0,35.6
7,29.12,16941,1,0,0,35.6
8,28.91,18077,1,0,1,35.6
9,27.77,18016,1,0,1,35.6
10,28.09,17947,1,0,1,26.6
11,27.47,17597,1,0,1,26.6
12,24.17,17142,1,0,1,28.4
13,23.6,16879,1,0,1,28.4
14,22.65,16831,1,0,1,30.2
15,25.52,16907,1,0,1,30.2
16,22.27,17383,1,0,1,32
17,21.66,17773,1,0,1,32
18,23.02,18271,1,0,1,32
19,26.02,18620,1,0,1,32
20,24.95,18539,1,0,1,32
21,24.46,18151,1,0,1,33.8
22,25.92,17551,1,0,1,33.8
23,22.11,16660,1,0,1,33.8
1,12.16,14899,1,0,0,35.6
2,2.9,14267,1,0,0,24.8
3,5.89,14001,1,0,0,24.8
4,5.88,13942,1,0,0,24.8
5,5.89,14071,1,0,0,24.8
6,6.5,14407,1,0,0,24.8
7,7.68,15535,1,0,0,24.8
8,16.21,16910,1,0,1,24.8
9,22.53,17344,1,0,1,24.8
10,33.98,17402,1,0,1,35.6
11,31.11,17354,1,0,1,35.6
12,17.53,17275,1,0,1,35.6
13,13.35,17188,1,0,1,35.6
14,13.18,16780,1,0,1,35.6
15,12.44,16450,1,0,1,35.6
16,16.42,16708,1,0,1,35.6
17,12.78,17285,1,0,1,35.6
18,22.14,17982,1,0,1,35.6
19,24.91,18436,1,0,1,24.8
20,20.65,18339,1,0,1,24.8
21,26.86,18064,1,0,1,24.8
22,23.52,17554,1,0,1,24.8
23,14.1,16704,1,0,1,24.8
24,15.32,15644,1,0,0,24.8
1,13.34,14877,0,0,0,26.6
2,13.36,14469,0,0,0,21.2
3,20.16,14243,0,0,0,19.4
4,42.65,14404,0,0,0,19.4
5,13.36,14322,0,0,0,19.4
6,21.37,14544,0,0,0,19.4
7,30.32,14944,0,0,0,19.4
8,27.08,15663,0,0,0,19.4
9,25.88,16003,0,0,0,19.4
10,25.88,16136,0,0,0,26.6
11,27.98,16153,0,0,0,26.6
12,27.99,16156,0,0,0,26.6
13,27.99,15815,0,0,0,24.8
14,20.95,15395,0,0,0,24.8
15,19.05,15140,0,0,0,26.6
16,14.89,15271,0,0,0,26.6
17,23.15,16042,0,0,0,24.8
18,29.58,17297,0,0,0,23
19,30.27,17913,0,0,0,21.2
20,33.01,17731,0,0,0,21.2
21,33.01,17325,0,0,0,19.4
22,28.09,16941,0,0,0,21.2
23,26.66,16298,0,0,0,21.2
24,36.45,15571,0,0,0,19.4
1,46.44,15066,0,0,0,17.6
2,36.75,14698,0,0,0,15.8
3,14.39,14423,0,0,0,14
4,34.38,14255,0,0,0,14
5,49.13,14421,0,0,0,14
6,57.6,14647,0,0,0,19.4
7,33.06,15030,0,0,0,19.4
8,14.36,15350,0,0,0,19.4
9,10.86,15456,0,0,0,19.4
10,5.94,15536,0,0,0,17.6
11,14.34,15719,0,0,0,17.6
12,10.8,15633,0,0,0,17.6
13,14.35,15782,0,0,0,17.6
14,24.98,15990,0,0,0,17.6
15,23.51,16085,0,0,0,17.6
16,21.16,16229,0,0,0,17.6
17,17.96,16783,0,0,0,17.6
18,17.44,17653,0,0,0,17.6
19,21.37,17977,0,0,0,17.6
20,19.51,17658,0,0,0,15.8
21,25.29,17312,0,0,0,15.8
22,26.28,16905,0,0,0,15.8
23,24.13,16307,0,0,0,15.8
24,15.23,15687,0,0,0,15.8
1,12.15,15005,1,1,0,17.6
2,13.37,14682,1,1,0,15.8
3,13.37,14564,1,1,0,8.6
4,22.59,14544,1,1,0,8.6
5,27.18,14752,1,1,0,8.6
6,32.75,14985,1,1,0,8.6
7,35.14,15521,1,1,0,8.6
8,66.06,15799,1,1,0,8.6
9,37.87,16276,1,1,0,8.6
10,57.49,16677,1,1,0,17.6
11,28.01,16772,1,1,0,17.6
12,27.89,16492,1,1,0,17.6
13,18.06,15992,1,1,0,17.6
14,15.18,15383,1,1,0,21.2
15,20.84,15165,1,1,0,21.2
16,24.99,15409,1,1,0,21.2
17,22.43,16266,1,1,0,19.4
18,29.12,17541,1,1,0,17.6
19,30.33,18410,1,1,0,15.8
20,30.22,18547,1,1,0,14
21,30.03,18147,1,1,0,12.2
22,29.29,17602,1,1,0,10.4
23,28.08,16852,1,1,0,10.4
24,26.65,16001,1,1,0,8.6
1,26.08,15661,1,0,0,6.8
2,28.86,15445,1,0,0,6.8
3,28.74,15373,1,0,0,14
4,28.92,15472,1,0,0,14
5,27.84,15690,1,0,0,14
6,24.62,16281,1,0,0,14
7,30.24,17599,1,0,0,14
8,51.34,18781,1,0,1,14
9,30.66,18762,1,0,1,14
10,29.5,18287,1,0,1,6.8
11,28.91,17895,1,0,1,6.8
12,28.85,17500,1,0,1,6.8
13,28.51,17095,1,0,1,6.8
14,28.15,16963,1,0,1,6.8
15,28,16865,1,0,1,6.8
16,25.86,17186,1,0,1,6.8
17,28.37,17963,1,0,1,6.8
18,29.4,18944,1,0,1,6.8
19,31.55,19615,1,0,1,6.8
20,31.31,19758,1,0,1,6.8
21,30.07,19439,1,0,1,6.8
22,29.7,18721,1,0,1,15.8
23,28.06,17744,1,0,1,17.6
24,23.86,16673,1,0,0,14
1,25.77,16028,1,0,0,15.8
2,26.41,15658,1,0,0,30.2
3,26.37,15474,1,0,0,32
4,26.31,15403,1,0,0,32
5,22.62,15393,1,0,0,32
6,16.33,15802,1,0,0,32
7,23.46,17113,1,0,0,32
8,25.67,18090,1,0,1,32
9,26.97,18329,1,0,1,32
10,27.68,18476,1,0,1,15.8
11,28.54,18355,1,0,1,15.8
12,28.44,18127,1,0,1,15.8
13,28.25,17627,1,0,1,15.8
14,28.47,17542,1,0,1,30.2
15,28.55,17678,1,0,1,30.2
16,29.45,17981,1,0,1,30.2
17,27.84,18449,1,0,1,30.2
18,38.2,19287,1,0,1,30.2
19,28.54,19452,1,0,1,30.2
20,31.38,19195,1,0,1,32
21,32.56,18917,1,0,1,32
22,61.02,18364,1,0,1,32
23,25.72,17046,1,0,1,32
24,7.01,15769,1,0,0,32
1,4.1,15021,1,0,0,32
2,7.51,14873,1,0,0,32
3,13.7,14520,1,0,0,33.8
4,13.63,14364,1,0,0,35.6
5,10.21,14335,1,0,0,35.6
6,10.32,15016,1,0,0,35.6
7,12.21,16112,1,0,0,35.6
8,19.87,17174,1,0,1,26.6
9,37.09,17331,1,0,1,26.6
10,31.56,17465,1,0,1,32
11,26.2,17425,1,0,1,32
12,21.34,17232,1,0,1,32
13,21.98,16794,1,0,1,32
14,14.52,16710,1,0,1,32
15,14.36,16478,1,0,1,32
16,18.57,16723,1,0,1,32
17,25.69,17291,1,0,1,32
18,23.1,18000,1,0,1,32
19,29.13,18487,1,0,1,32
20,29.95,18679,1,0,1,32
21,28.4,18280,1,0,1,32
22,29.96,17711,1,0,1,32
23,26.37,16761,1,0,1,32
24,29.58,15772,1,0,0,32
1,21.84,14967,1,0,0,26.6
2,27.57,14568,1,0,0,32
3,24.01,14442,1,0,0,28.4
4,22.34,14423,1,0,0,28.4
5,16.95,14478,1,0,0,28.4
6,18.13,15014,1,0,0,28.4
7,28.81,16305,1,0,0,28.4
8,31.23,17405,1,0,1,28.4
9,30.86,17469,1,0,1,28.4
10,28.93,17106,1,0,1,26.6
11,30.5,16836,1,0,1,26.6
12,28.55,16649,1,0,1,26.6
13,28.51,16518,1,0,1,26.6
14,28.58,16506,1,0,1,26.6
15,27.47,16575,1,0,1,33.8
16,24.51,16589,1,0,1,35.6
17,28.06,17064,1,0,1,35.6
18,29.83,17723,1,0,1,33.8
19,39.23,18227,1,0,1,32
20,30.26,18280,1,0,1,32
21,27.47,17956,1,0,1,30.2
22,28.41,17382,1,0,1,30.2
23,28.54,16491,1,0,1,30.2
24,26.01,15495,1,0,0,28.4
1,27.5,14749,0,0,0,26.6
2,41.18,14331,0,0,0,24.8
3,29.8,13931,0,0,0,35.6
4,25.79,13880,0,0,0,35.6
5,46.86,13872,0,0,0,35.6
6,19.16,14081,0,0,0,35.6
7,20.09,14680,0,0,0,35.6
8,19.05,15214,0,0,0,35.6
9,21.97,15757,0,0,0,35.6
10,22.13,16037,0,0,0,26.6
11,22.52,15942,0,0,0,26.6
12,17.66,15706,0,0,0,26.6
13,16.28,15205,0,0,0,26.6
14,14.34,14869,0,0,0,26.6
15,14.32,14532,0,0,0,26.6
16,13,14734,0,0,0,26.6
17,17.2,15616,0,0,0,26.6
18,21.96,16597,0,0,0,26.6
19,14.36,17038,0,0,0,26.6
20,12.65,16773,0,0,0,24.8
21,12.37,16379,0,0,0,24.8
22,19.69,15847,0,0,0,24.8
23,15.9,14950,0,0,0,35.6
24,10.14,14224,0,0,0,35.6
1,10.3,13619,0,0,0,35.6
2,5.86,13388,0,0,0,33.8
3,5.8,13187,0,0,0,26.6
4,5.93,13068,0,0,0,26.6
5,5.87,13041,0,0,0,26.6
6,4.29,13090,0,0,0,26.6
7,2.44,13640,0,0,0,26.6
8,12.62,14418,0,0,0,26.6
9,5.93,14900,0,0,0,26.6
10,5.27,15213,0,0,0,35.6
11,17.27,15394,0,0,0,35.6
12,26.59,15758,0,0,0,35.6
13,25.73,16101,0,0,0,35.6
14,26.6,16134,0,0,0,35.6
15,25.66,16248,0,0,0,39.2
16,24.47,16535,0,0,0,35.6
17,25.25,17064,0,0,0,35.6
18,30.14,17658,0,0,0,35.6
19,26.51,17796,0,0,0,33.8
20,25.69,17535,0,0,0,33.8
21,45.03,17259,0,0,0,30.2
22,44.67,16658,0,0,0,28.4
23,27.78,15773,0,0,0,28.4
24,11.4,14989,0,0,0,26.6
1,12.38,14385,1,0,0,26.6
2,24.71,13901,1,0,0,26.6
3,8.95,13793,1,0,0,24.8
4,12.49,13894,1,0,0,24.8
5,0,14107,1,0,0,23
6,0.48,14677,1,0,0,23
7,26.17,16002,1,0,0,21.2
8,29.41,17081,1,0,1,17.6
9,31.37,17303,1,0,1,17.6
10,27.99,17455,1,0,1,26.6
11,28.41,17506,1,0,1,26.6
12,13.91,17366,1,0,1,26.6
13,12,17277,1,0,1,26.6
14,14.61,17274,1,0,1,26.6
15,15.73,17226,1,0,1,26.6
16,22.31,17449,1,0,1,26.6
17,31.49,18146,1,0,1,26.6
18,39.05,19088,1,0,1,26.6
19,37.9,19438,1,0,1,26.6
20,40.55,19505,1,0,1,26.6
21,40.54,19242,1,0,1,26.6
22,31.59,18579,1,0,1,26.6
23,27.88,17353,1,0,1,26.6
24,22.39,16312,1,0,0,26.6
1,29.45,15757,1,0,0,17.6
2,28.96,15303,1,0,0,14
3,28.97,15284,1,0,0,14
4,28.98,15269,1,0,0,14
5,29.98,15391,1,0,0,14
6,32.02,16007,1,0,0,14
7,35.81,17354,1,0,0,14
9,35.02,18350,1,0,1,14
10,33.24,17794,1,0,1,17.6
11,33.16,17445,1,0,1,17.6
12,33.16,17392,1,0,1,17.6
13,32.43,17220,1,0,1,17.6
14,32.21,17065,1,0,1,17.6
15,29.09,17023,1,0,1,17.6
16,30.59,17261,1,0,1,17.6
17,30.47,18470,1,0,1,15.8
18,46.63,19401,1,0,1,14
19,63.99,19879,1,0,1,14
20,57.36,19945,1,0,1,14
21,40.3,19661,1,0,1,14
22,37.11,19018,1,0,1,14
23,31.42,17882,1,0,1,14
24,30.45,16956,1,0,0,14
1,39.51,16318,1,0,0,12.2
2,32.43,15941,1,0,0,12.2
3,25.05,15567,1,0,0,8.6
4,24.17,15361,1,0,0,8.6
5,24.71,15642,1,0,0,8.6
6,32.3,16385,1,0,0,8.6
7,33.25,17693,1,0,0,8.6
8,36.95,18678,1,0,1,8.6
9,34.93,18772,1,0,1,8.6
10,33.57,18927,1,0,1,12.2
11,34.2,19174,1,0,1,12.2
12,35.21,19132,1,0,1,12.2
13,46.9,19364,1,0,1,12.2
14,36.35,19421,1,0,1,12.2
15,42.12,19311,1,0,1,12.2
16,33.39,19240,1,0,1,12.2
17,47.37,19500,1,0,1,12.2
18,63.96,20009,1,0,1,12.2
19,62.65,20230,1,0,1,12.2
20,60.25,20378,1,0,1,12.2
21,37.26,19885,1,0,1,12.2
22,35.47,19093,1,0,1,12.2
23,33.03,18083,1,0,1,12.2
24,32.22,17143,1,0,0,8.6
1,30.85,16416,1,0,0,6.8
2,29.74,16034,1,0,0,17.6
3,29.74,15917,1,0,0,17.6
4,30.21,15882,1,0,0,17.6
5,31.72,16079,1,0,0,17.6
6,33.14,16694,1,0,0,17.6
7,63.13,18107,1,0,0,17.6
8,76.86,19057,1,0,1,17.6
9,42.48,18838,1,0,1,17.6
10,57.67,18406,1,0,1,6.8
11,36.23,17843,1,0,1,6.8
12,33.01,17520,1,0,1,6.8
13,32.65,17150,1,0,1,6.8
14,32.42,16913,1,0,1,6.8
15,31.24,16753,1,0,1,6.8
16,31.58,17192,1,0,1,19.4
17,31.97,18016,1,0,1,19.4
18,42.27,18970,1,0,1,19.4
19,44.12,19496,1,0,1,17.6
20,39.1,19608,1,0,1,17.6
21,33.93,19198,1,0,1,19.4
22,33.48,18575,1,0,1,19.4
23,40.42,17518,1,0,1,19.4
24,31.88,16582,1,0,0,17.6
1,31.01,15847,1,0,0,17.6
2,30.49,15445,1,0,0,17.6
3,30.44,15257,1,0,0,12.2
4,30.9,15340,1,0,0,12.2
5,30.21,15581,1,0,0,8.6
6,32.07,16201,1,0,0,10.4
7,35.46,17413,1,0,0,10.4
8,66.29,18166,1,0,1,14
9,33.97,17717,1,0,1,24.8
10,32.34,17107,1,0,1,17.6
11,32.27,16745,1,0,1,17.6
12,33.02,16584,1,0,1,17.6
13,31,16376,1,0,1,17.6
14,28.88,16169,1,0,1,17.6
15,29.29,15955,1,0,1,17.6
16,27.19,16208,1,0,1,17.6
17,31.98,16885,1,0,1,17.6
18,33.52,17832,1,0,1,17.6
19,38.48,18374,1,0,1,17.6
20,36.67,18526,1,0,1,17.6
21,34.82,18263,1,0,1,17.6
22,32.3,17636,1,0,1,17.6
23,31.26,16602,1,0,1,17.6
24,29.18,15630,1,0,0,17.6
1,34.02,14896,0,0,0,23
2,34.91,14556,0,0,0,28.4
3,37.62,14383,0,0,0,24.8
4,43.07,14322,0,0,0,24.8
5,49.18,14369,0,0,0,24.8
6,74.86,14608,0,0,0,24.8
7,44.33,15195,0,0,0,24.8
8,46.69,15783,0,0,0,24.8
9,36.03,16247,0,0,0,24.8
10,46.93,16701,0,0,0,23
11,48.75,17040,0,0,0,23
12,48.81,17222,0,0,0,23
13,48.58,17046,0,0,0,23
14,48.19,16588,0,0,0,23
15,41.7,16258,0,0,0,23
16,40.23,16554,0,0,0,28.4
17,39.64,16719,0,0,0,28.4
18,35.49,17149,0,0,0,30.2
19,40.62,17704,0,0,0,28.4
20,43.11,17617,0,0,0,28.4
21,41.05,17245,0,0,0,28.4
22,40.01,16733,0,0,0,26.6
23,40.52,16035,0,0,0,26.6
24,46.42,15352,0,0,0,24.8
1,38.62,14831,0,0,0,24.8
2,26.62,14445,0,0,0,24.8
3,14.86,14101,0,0,0,17.6
4,47.3,13983,0,0,0,17.6
5,41.17,14037,0,0,0,17.6
6,43.32,14200,0,0,0,17.6
7,42.21,14803,0,0,0,17.6
8,39.34,15043,0,0,0,17.6
9,31.71,15393,0,0,0,17.6
10,14.42,15426,0,0,0,24.8
11,14.36,15353,0,0,0,24.8
12,17.38,15269,0,0,0,24.8
13,15.36,15335,0,0,0,24.8
14,37.93,15625,0,0,0,24.8
15,42.62,15641,0,0,0,24.8
16,40.27,16200,0,0,0,24.8
17,41.82,16978,0,0,0,24.8
18,43.97,17726,0,0,0,24.8
19,50.44,18456,0,0,0,24.8
20,41.11,17998,0,0,0,24.8
21,40.01,17775,0,0,0,24.8
22,37.74,17162,0,0,0,24.8
23,26.91,16428,0,0,0,24.8
24,42.76,15891,0,0,0,17.6
1,26.44,15069,1,0,0,15.8
2,14.01,14644,1,0,0,12.2
3,14.33,14683,1,0,0,8.6
4,14.38,14852,1,0,0,8.6
5,14.35,15322,1,0,0,8.6
6,37.73,15861,1,0,0,8.6
7,46.36,17129,1,0,0,8.6
8,53.61,18219,1,0,1,8.6
9,49.3,18306,1,0,1,8.6
10,54.89,17959,1,0,1,15.8
11,48.65,17501,1,0,1,15.8
12,45.67,17016,1,0,1,15.8
13,33.96,16711,1,0,1,15.8
14,13.35,16645,1,0,1,15.8
15,31.55,16795,1,0,1,15.8
16,24.53,17201,1,0,1,14
17,36.91,17868,1,0,1,14
18,36.41,18792,1,0,1,14
19,44.5,19407,1,0,1,12.2
20,38.62,19630,1,0,1,12.2
21,39.45,19124,1,0,1,10.4
22,36.4,18528,1,0,1,8.6
23,33.64,17540,1,0,1,8.6
24,27.88,16746,1,0,0,8.6
1,29.65,16050,1,0,0,6.8
2,22.46,15704,1,0,0,6.8
3,14.35,15497,1,0,0,5
4,14.36,15404,1,0,0,6.8
5,12.96,15654,1,0,0,5
6,14.36,16302,1,0,0,6.8
7,18.25,17314,1,0,0,6.8
